eventID,basisOfRecord,occurrenceID,individualCount,identificationVerificationStatus,scientificName,kingdom,vernacularName
VIS_1896,HumanObservation,VIS_1896,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1897,HumanObservation,VIS_1897,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1898,HumanObservation,VIS_1898,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1899,HumanObservation,VIS_1899,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1900,HumanObservation,VIS_1900,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1901,HumanObservation,VIS_1901,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1902,HumanObservation,VIS_1902,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1903,HumanObservation,VIS_1903,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1904,HumanObservation,VIS_1904,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1905,HumanObservation,VIS_1905,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1906,HumanObservation,VIS_1906,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1907,HumanObservation,VIS_1907,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1908,HumanObservation,VIS_1908,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1909,HumanObservation,VIS_1909,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1910,HumanObservation,VIS_1910,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1911,HumanObservation,VIS_1911,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1912,HumanObservation,VIS_1912,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1913,HumanObservation,VIS_1913,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1914,HumanObservation,VIS_1914,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1915,HumanObservation,VIS_1915,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1916,HumanObservation,VIS_1916,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1917,HumanObservation,VIS_1917,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1918,HumanObservation,VIS_1918,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1919,HumanObservation,VIS_1919,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1920,HumanObservation,VIS_1920,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1921,HumanObservation,VIS_1921,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1922,HumanObservation,VIS_1922,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1923,HumanObservation,VIS_1923,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1924,HumanObservation,VIS_1924,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1925,HumanObservation,VIS_1925,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1926,HumanObservation,VIS_1926,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1927,HumanObservation,VIS_1927,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1928,HumanObservation,VIS_1928,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1929,HumanObservation,VIS_1929,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1930,HumanObservation,VIS_1930,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1931,HumanObservation,VIS_1931,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1932,HumanObservation,VIS_1932,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1933,HumanObservation,VIS_1933,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1934,HumanObservation,VIS_1934,1,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_1935,HumanObservation,VIS_1935,1,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_1936,HumanObservation,VIS_1936,1,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_1937,HumanObservation,VIS_1937,1,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_1938,HumanObservation,VIS_1938,12,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1939,HumanObservation,VIS_1939,8,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1940,HumanObservation,VIS_1940,297,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1941,HumanObservation,VIS_1941,20,verified by experts,Lepomis gibbosus,Animalia,zonnebaars
VIS_1942,HumanObservation,VIS_1942,4,verified by experts,Tinca tinca,Animalia,zeelt
VIS_1943,HumanObservation,VIS_1943,2,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1945,HumanObservation,VIS_1945,1,verified by experts,Lepomis gibbosus,Animalia,zonnebaars
VIS_1946,HumanObservation,VIS_1946,1,verified by experts,Abramis brama,Animalia,brasem
VIS_1947,HumanObservation,VIS_1947,1,verified by experts,Abramis brama,Animalia,brasem
VIS_1948,HumanObservation,VIS_1948,1,verified by experts,Abramis brama,Animalia,brasem
VIS_1949,HumanObservation,VIS_1949,1,verified by experts,Abramis brama,Animalia,brasem
VIS_1950,HumanObservation,VIS_1950,1,verified by experts,Abramis brama,Animalia,brasem
VIS_1951,HumanObservation,VIS_1951,1,verified by experts,Abramis brama,Animalia,brasem
VIS_1952,HumanObservation,VIS_1952,1,verified by experts,Abramis brama,Animalia,brasem
VIS_1953,HumanObservation,VIS_1953,1,verified by experts,Abramis brama,Animalia,brasem
VIS_1954,HumanObservation,VIS_1954,1,verified by experts,Abramis brama,Animalia,brasem
VIS_1955,HumanObservation,VIS_1955,1,verified by experts,Abramis brama,Animalia,brasem
VIS_1956,HumanObservation,VIS_1956,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1957,HumanObservation,VIS_1957,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1958,HumanObservation,VIS_1958,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1959,HumanObservation,VIS_1959,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1960,HumanObservation,VIS_1960,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1961,HumanObservation,VIS_1961,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1962,HumanObservation,VIS_1962,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1963,HumanObservation,VIS_1963,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1964,HumanObservation,VIS_1964,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1965,HumanObservation,VIS_1965,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1966,HumanObservation,VIS_1966,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1967,HumanObservation,VIS_1967,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1968,HumanObservation,VIS_1968,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1969,HumanObservation,VIS_1969,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1970,HumanObservation,VIS_1970,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1971,HumanObservation,VIS_1971,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1972,HumanObservation,VIS_1972,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1973,HumanObservation,VIS_1973,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1974,HumanObservation,VIS_1974,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1975,HumanObservation,VIS_1975,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1992,HumanObservation,VIS_1992,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1993,HumanObservation,VIS_1993,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_1994,HumanObservation,VIS_1994,1,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_1996,HumanObservation,VIS_1996,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1997,HumanObservation,VIS_1997,1,verified by experts,Lepomis gibbosus,Animalia,zonnebaars
VIS_1998,HumanObservation,VIS_1998,1,verified by experts,Lepomis gibbosus,Animalia,zonnebaars
VIS_1999,HumanObservation,VIS_1999,1,verified by experts,Lepomis gibbosus,Animalia,zonnebaars
VIS_2000,HumanObservation,VIS_2000,1,verified by experts,Lepomis gibbosus,Animalia,zonnebaars
VIS_2001,HumanObservation,VIS_2001,1,verified by experts,Lepomis gibbosus,Animalia,zonnebaars
VIS_2002,HumanObservation,VIS_2002,1,verified by experts,Lepomis gibbosus,Animalia,zonnebaars
VIS_2003,HumanObservation,VIS_2003,1,verified by experts,Lepomis gibbosus,Animalia,zonnebaars
VIS_2004,HumanObservation,VIS_2004,9,verified by experts,Lepomis gibbosus,Animalia,zonnebaars
VIS_2005,HumanObservation,VIS_2005,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2006,HumanObservation,VIS_2006,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2007,HumanObservation,VIS_2007,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2008,HumanObservation,VIS_2008,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2009,HumanObservation,VIS_2009,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2010,HumanObservation,VIS_2010,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2011,HumanObservation,VIS_2011,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2012,HumanObservation,VIS_2012,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2013,HumanObservation,VIS_2013,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2017,HumanObservation,VIS_2017,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2018,HumanObservation,VIS_2018,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2019,HumanObservation,VIS_2019,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2020,HumanObservation,VIS_2020,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2021,HumanObservation,VIS_2021,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2022,HumanObservation,VIS_2022,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2023,HumanObservation,VIS_2023,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2024,HumanObservation,VIS_2024,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2025,HumanObservation,VIS_2025,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2026,HumanObservation,VIS_2026,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2028,HumanObservation,VIS_2028,1,verified by experts,Tinca tinca,Animalia,zeelt
VIS_2029,HumanObservation,VIS_2029,1,verified by experts,Abramis brama,Animalia,brasem
VIS_2030,HumanObservation,VIS_2030,1,verified by experts,Abramis brama,Animalia,brasem
VIS_2031,HumanObservation,VIS_2031,1,verified by experts,Abramis brama,Animalia,brasem
VIS_2032,HumanObservation,VIS_2032,1,verified by experts,Abramis brama,Animalia,brasem
VIS_2038,HumanObservation,VIS_2038,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2039,HumanObservation,VIS_2039,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2040,HumanObservation,VIS_2040,1,verified by experts,Abramis brama,Animalia,brasem
VIS_2041,HumanObservation,VIS_2041,1,verified by experts,Abramis brama,Animalia,brasem
VIS_2042,HumanObservation,VIS_2042,1,verified by experts,Abramis brama,Animalia,brasem
VIS_2043,HumanObservation,VIS_2043,1,verified by experts,Abramis brama,Animalia,brasem
VIS_2044,HumanObservation,VIS_2044,1,verified by experts,Abramis brama,Animalia,brasem
VIS_2045,HumanObservation,VIS_2045,1,verified by experts,Abramis brama,Animalia,brasem
VIS_2046,HumanObservation,VIS_2046,1,verified by experts,Abramis brama,Animalia,brasem
VIS_2047,HumanObservation,VIS_2047,35,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_2048,HumanObservation,VIS_2048,1,verified by experts,Esox lucius,Animalia,snoek
VIS_2049,HumanObservation,VIS_2049,1,verified by experts,Esox lucius,Animalia,snoek
VIS_2050,HumanObservation,VIS_2050,1,verified by experts,Esox lucius,Animalia,snoek
VIS_2051,HumanObservation,VIS_2051,1,verified by experts,Tinca tinca,Animalia,zeelt
VIS_2052,HumanObservation,VIS_2052,1,verified by experts,Abramis brama,Animalia,brasem
VIS_2053,HumanObservation,VIS_2053,1,verified by experts,Abramis brama,Animalia,brasem
VIS_2054,HumanObservation,VIS_2054,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2055,HumanObservation,VIS_2055,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2056,HumanObservation,VIS_2056,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2057,HumanObservation,VIS_2057,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2058,HumanObservation,VIS_2058,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2059,HumanObservation,VIS_2059,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2060,HumanObservation,VIS_2060,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2061,HumanObservation,VIS_2061,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2062,HumanObservation,VIS_2062,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2063,HumanObservation,VIS_2063,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2064,HumanObservation,VIS_2064,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2065,HumanObservation,VIS_2065,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2066,HumanObservation,VIS_2066,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2067,HumanObservation,VIS_2067,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2068,HumanObservation,VIS_2068,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2069,HumanObservation,VIS_2069,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2070,HumanObservation,VIS_2070,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2071,HumanObservation,VIS_2071,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2072,HumanObservation,VIS_2072,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2073,HumanObservation,VIS_2073,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2074,HumanObservation,VIS_2074,1,verified by experts,Lepomis gibbosus,Animalia,zonnebaars
VIS_2075,HumanObservation,VIS_2075,1,verified by experts,Lepomis gibbosus,Animalia,zonnebaars
VIS_2076,HumanObservation,VIS_2076,1,verified by experts,Lepomis gibbosus,Animalia,zonnebaars
VIS_2077,HumanObservation,VIS_2077,1,verified by experts,Lepomis gibbosus,Animalia,zonnebaars
VIS_2078,HumanObservation,VIS_2078,1,verified by experts,Lepomis gibbosus,Animalia,zonnebaars
VIS_2079,HumanObservation,VIS_2079,1,verified by experts,Lepomis gibbosus,Animalia,zonnebaars
VIS_2080,HumanObservation,VIS_2080,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2081,HumanObservation,VIS_2081,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2082,HumanObservation,VIS_2082,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2083,HumanObservation,VIS_2083,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2084,HumanObservation,VIS_2084,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2085,HumanObservation,VIS_2085,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2086,HumanObservation,VIS_2086,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2087,HumanObservation,VIS_2087,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2088,HumanObservation,VIS_2088,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2089,HumanObservation,VIS_2089,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2090,HumanObservation,VIS_2090,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2091,HumanObservation,VIS_2091,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2092,HumanObservation,VIS_2092,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2093,HumanObservation,VIS_2093,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2094,HumanObservation,VIS_2094,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2095,HumanObservation,VIS_2095,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2096,HumanObservation,VIS_2096,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2097,HumanObservation,VIS_2097,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2098,HumanObservation,VIS_2098,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2099,HumanObservation,VIS_2099,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2100,HumanObservation,VIS_2100,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2101,HumanObservation,VIS_2101,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2102,HumanObservation,VIS_2102,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2103,HumanObservation,VIS_2103,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2104,HumanObservation,VIS_2104,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2105,HumanObservation,VIS_2105,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2106,HumanObservation,VIS_2106,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2107,HumanObservation,VIS_2107,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2108,HumanObservation,VIS_2108,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2109,HumanObservation,VIS_2109,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2110,HumanObservation,VIS_2110,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2111,HumanObservation,VIS_2111,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2112,HumanObservation,VIS_2112,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2113,HumanObservation,VIS_2113,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2114,HumanObservation,VIS_2114,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2115,HumanObservation,VIS_2115,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2116,HumanObservation,VIS_2116,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2117,HumanObservation,VIS_2117,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2118,HumanObservation,VIS_2118,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2119,HumanObservation,VIS_2119,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2120,HumanObservation,VIS_2120,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2121,HumanObservation,VIS_2121,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2122,HumanObservation,VIS_2122,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2123,HumanObservation,VIS_2123,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2124,HumanObservation,VIS_2124,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2125,HumanObservation,VIS_2125,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2126,HumanObservation,VIS_2126,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2127,HumanObservation,VIS_2127,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2128,HumanObservation,VIS_2128,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2129,HumanObservation,VIS_2129,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2130,HumanObservation,VIS_2130,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2131,HumanObservation,VIS_2131,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2132,HumanObservation,VIS_2132,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2133,HumanObservation,VIS_2133,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2134,HumanObservation,VIS_2134,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2135,HumanObservation,VIS_2135,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2136,HumanObservation,VIS_2136,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2137,HumanObservation,VIS_2137,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2138,HumanObservation,VIS_2138,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2139,HumanObservation,VIS_2139,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2140,HumanObservation,VIS_2140,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2141,HumanObservation,VIS_2141,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2142,HumanObservation,VIS_2142,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2143,HumanObservation,VIS_2143,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2144,HumanObservation,VIS_2144,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2145,HumanObservation,VIS_2145,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2146,HumanObservation,VIS_2146,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2147,HumanObservation,VIS_2147,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2148,HumanObservation,VIS_2148,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2149,HumanObservation,VIS_2149,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2150,HumanObservation,VIS_2150,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2151,HumanObservation,VIS_2151,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2152,HumanObservation,VIS_2152,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2153,HumanObservation,VIS_2153,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2154,HumanObservation,VIS_2154,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2155,HumanObservation,VIS_2155,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_2156,HumanObservation,VIS_2156,1,verified by experts,Esox lucius,Animalia,snoek
VIS_2157,HumanObservation,VIS_2157,2,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2158,HumanObservation,VIS_2158,4,verified by experts,Lepomis gibbosus,Animalia,zonnebaars
VIS_2160,HumanObservation,VIS_2160,29,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_2161,HumanObservation,VIS_2161,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2162,HumanObservation,VIS_2162,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2163,HumanObservation,VIS_2163,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2164,HumanObservation,VIS_2164,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2165,HumanObservation,VIS_2165,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2166,HumanObservation,VIS_2166,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2167,HumanObservation,VIS_2167,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2168,HumanObservation,VIS_2168,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2169,HumanObservation,VIS_2169,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2170,HumanObservation,VIS_2170,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2171,HumanObservation,VIS_2171,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2172,HumanObservation,VIS_2172,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2173,HumanObservation,VIS_2173,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2174,HumanObservation,VIS_2174,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2175,HumanObservation,VIS_2175,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2176,HumanObservation,VIS_2176,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2177,HumanObservation,VIS_2177,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2178,HumanObservation,VIS_2178,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2179,HumanObservation,VIS_2179,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2180,HumanObservation,VIS_2180,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2181,HumanObservation,VIS_2181,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2182,HumanObservation,VIS_2182,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2183,HumanObservation,VIS_2183,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2184,HumanObservation,VIS_2184,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2185,HumanObservation,VIS_2185,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2186,HumanObservation,VIS_2186,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2187,HumanObservation,VIS_2187,12,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_2188,HumanObservation,VIS_2188,10,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_2193,HumanObservation,VIS_2193,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2194,HumanObservation,VIS_2194,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_2196,HumanObservation,VIS_2196,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2197,HumanObservation,VIS_2197,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_2198,HumanObservation,VIS_2198,1,verified by experts,Abramis brama,Animalia,brasem
VIS_2199,HumanObservation,VIS_2199,1,verified by experts,Abramis brama,Animalia,brasem
VIS_2200,HumanObservation,VIS_2200,1,verified by experts,Neogobius melanostomus,Animalia,zwartbekgrondel
