ObservationIdentifier,DateOfObservation,SamplingProtocol,LengtSpecimen_Cm,WeightSpecimen_Gram,LengthOfTime_Min,LengthOfLocation_Meter,Oxygen_MgPerL,Oxygen_PercentSaturation,Conductivity_MicroSPerCm,Temperature_Celsius,Location,XCoordinaat,YCoordinaat,ID,Waterbody,CoordinateUncertainty,ESRI_OID,Shape
VIS_10386,2019-05-14T00:00:00,targeted monitoring,7.20000000,3.70000000,0,100.00000000,0,0,0,0,Desselse Nete - DN6,202221.73330000,217091.95570000,10386,,15,8398,POINT (202221.73330000 217091.95570000)
VIS_10387,2019-05-14T00:00:00,targeted monitoring,7.50000000,2.80000000,0,100.00000000,0,0,0,0,Desselse Nete - DN6,202221.73330000,217091.95570000,10387,,15,8399,POINT (202221.73330000 217091.95570000)
VIS_10388,2019-05-14T00:00:00,targeted monitoring,6.80000000,2.60000000,0,100.00000000,0,0,0,0,Desselse Nete - DN6,202221.73330000,217091.95570000,10388,,15,8400,POINT (202221.73330000 217091.95570000)
VIS_10389,2019-05-14T00:00:00,targeted monitoring,4.70000000,0.70000000,0,100.00000000,0,0,0,0,Desselse Nete - DN6,202221.73330000,217091.95570000,10389,,15,8401,POINT (202221.73330000 217091.95570000)
VIS_10390,2019-05-14T00:00:00,targeted monitoring,6.90000000,2.90000000,0,100.00000000,0,0,0,0,Desselse Nete - DN6,202221.73330000,217091.95570000,10390,,15,8402,POINT (202221.73330000 217091.95570000)
VIS_10391,2019-05-14T00:00:00,targeted monitoring,8.00000000,5.30000000,0,100.00000000,0,0,0,0,Desselse Nete - DN6,202221.73330000,217091.95570000,10391,,15,8403,POINT (202221.73330000 217091.95570000)
VIS_10392,2019-05-14T00:00:00,targeted monitoring,8.30000000,5.30000000,0,100.00000000,0,0,0,0,Desselse Nete - DN6,202221.73330000,217091.95570000,10392,,15,8404,POINT (202221.73330000 217091.95570000)
VIS_10393,2019-05-14T00:00:00,targeted monitoring,7.80000000,3.60000000,0,100.00000000,0,0,0,0,Desselse Nete - DN6,202221.73330000,217091.95570000,10393,,15,8405,POINT (202221.73330000 217091.95570000)
VIS_10394,2019-05-14T00:00:00,targeted monitoring,8.00000000,3.90000000,0,100.00000000,0,0,0,0,Desselse Nete - DN6,202221.73330000,217091.95570000,10394,,15,8406,POINT (202221.73330000 217091.95570000)
VIS_10395,2019-05-14T00:00:00,targeted monitoring,7.50000000,4.50000000,0,100.00000000,0,0,0,0,Desselse Nete - DN6,202221.73330000,217091.95570000,10395,,15,8407,POINT (202221.73330000 217091.95570000)
VIS_10396,2019-05-14T00:00:00,targeted monitoring,8.00000000,3.10000000,0,100.00000000,0,0,0,0,Desselse Nete - DN6,202221.73330000,217091.95570000,10396,,15,8408,POINT (202221.73330000 217091.95570000)
VIS_10397,2019-05-14T00:00:00,targeted monitoring,5.00000000,1.10000000,0,100.00000000,0,0,0,0,Desselse Nete - DN6,202221.73330000,217091.95570000,10397,,15,8409,POINT (202221.73330000 217091.95570000)
VIS_10398,2019-05-14T00:00:00,targeted monitoring,7.30000000,3.50000000,0,100.00000000,0,0,0,0,Desselse Nete - DN6,202221.73330000,217091.95570000,10398,,15,8410,POINT (202221.73330000 217091.95570000)
VIS_10399,2019-05-14T00:00:00,targeted monitoring,8.00000000,3.90000000,0,100.00000000,0,0,0,0,Desselse Nete - DN6,202221.73330000,217091.95570000,10399,,15,8411,POINT (202221.73330000 217091.95570000)
VIS_10400,2019-05-14T00:00:00,targeted monitoring,6.20000000,2.00000000,0,100.00000000,0,0,0,0,Desselse Nete - DN6,202221.73330000,217091.95570000,10400,,15,8412,POINT (202221.73330000 217091.95570000)
VIS_10401,2019-05-14T00:00:00,targeted monitoring,7.90000000,4.60000000,0,100.00000000,0,0,0,0,Desselse Nete - DN6,202221.73330000,217091.95570000,10401,,15,8413,POINT (202221.73330000 217091.95570000)
VIS_10402,2019-05-14T00:00:00,targeted monitoring,8.00000000,4.10000000,0,100.00000000,0,0,0,0,Desselse Nete - DN6,202221.73330000,217091.95570000,10402,,15,8414,POINT (202221.73330000 217091.95570000)
VIS_10404,2019-05-14T00:00:00,targeted monitoring,6.00000000,1.60000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10404,,15,8415,POINT (203086.50470000 217063.70000000)
VIS_10405,2019-05-14T00:00:00,targeted monitoring,8.60000000,11.90000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10405,,15,8416,POINT (203086.50470000 217063.70000000)
VIS_10406,2019-05-14T00:00:00,targeted monitoring,7.80000000,9.00000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10406,,15,8417,POINT (203086.50470000 217063.70000000)
VIS_10407,2019-05-14T00:00:00,targeted monitoring,3.00000000,1.50000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10407,,15,8418,POINT (203086.50470000 217063.70000000)
VIS_10408,2019-05-14T00:00:00,targeted monitoring,9.00000000,13.00000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10408,,15,8419,POINT (203086.50470000 217063.70000000)
VIS_10409,2019-05-14T00:00:00,targeted monitoring,6.20000000,4.80000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10409,,15,8420,POINT (203086.50470000 217063.70000000)
VIS_10410,2019-05-14T00:00:00,targeted monitoring,9.00000000,13.40000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10410,,15,8421,POINT (203086.50470000 217063.70000000)
VIS_10411,2019-05-14T00:00:00,targeted monitoring,5.20000000,2.80000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10411,,15,8422,POINT (203086.50470000 217063.70000000)
VIS_10416,2019-05-14T00:00:00,targeted monitoring,11.00000000,17.00000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10416,,15,8423,POINT (203086.50470000 217063.70000000)
VIS_10417,2019-05-14T00:00:00,targeted monitoring,11.00000000,14.00000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10417,,15,8424,POINT (203086.50470000 217063.70000000)
VIS_10418,2019-05-14T00:00:00,targeted monitoring,5.50000000,1.90000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10418,,15,8425,POINT (203086.50470000 217063.70000000)
VIS_10419,2019-05-14T00:00:00,targeted monitoring,4.50000000,1.00000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10419,,15,8426,POINT (203086.50470000 217063.70000000)
VIS_10420,2019-05-14T00:00:00,targeted monitoring,11.00000000,11.40000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10420,,15,8427,POINT (203086.50470000 217063.70000000)
VIS_10421,2019-05-14T00:00:00,targeted monitoring,11.00000000,10.40000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10421,,15,8428,POINT (203086.50470000 217063.70000000)
VIS_10422,2019-05-14T00:00:00,targeted monitoring,7.00000000,3.30000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10422,,15,8429,POINT (203086.50470000 217063.70000000)
VIS_10423,2019-05-14T00:00:00,targeted monitoring,6.00000000,2.40000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10423,,15,8430,POINT (203086.50470000 217063.70000000)
VIS_10424,2019-05-14T00:00:00,targeted monitoring,7.20000000,5.20000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10424,,15,8431,POINT (203086.50470000 217063.70000000)
VIS_10425,2019-05-14T00:00:00,targeted monitoring,8.00000000,5.10000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10425,,15,8432,POINT (203086.50470000 217063.70000000)
VIS_10426,2019-05-14T00:00:00,targeted monitoring,4.80000000,0.60000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10426,,15,8433,POINT (203086.50470000 217063.70000000)
VIS_10428,2019-05-14T00:00:00,targeted monitoring,7.00000000,7.20000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10428,,15,8434,POINT (203086.50470000 217063.70000000)
VIS_10429,2019-05-14T00:00:00,targeted monitoring,4.80000000,2.60000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10429,,15,8435,POINT (203086.50470000 217063.70000000)
VIS_10430,2019-05-14T00:00:00,targeted monitoring,10.20000000,20.50000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10430,,15,8436,POINT (203086.50470000 217063.70000000)
VIS_10431,2019-05-14T00:00:00,targeted monitoring,16.00000000,54.40000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10431,,15,8437,POINT (203086.50470000 217063.70000000)
VIS_10432,2019-05-14T00:00:00,targeted monitoring,5.30000000,0.50000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10432,,15,8438,POINT (203086.50470000 217063.70000000)
VIS_10433,2019-05-14T00:00:00,targeted monitoring,10.00000000,10.50000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10433,,15,8439,POINT (203086.50470000 217063.70000000)
VIS_10434,2019-05-14T00:00:00,targeted monitoring,7.30000000,3.60000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10434,,15,8440,POINT (203086.50470000 217063.70000000)
VIS_10435,2019-05-14T00:00:00,targeted monitoring,7.00000000,2.90000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10435,,15,8441,POINT (203086.50470000 217063.70000000)
VIS_10436,2019-05-14T00:00:00,targeted monitoring,6.60000000,2.40000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10436,,15,8442,POINT (203086.50470000 217063.70000000)
VIS_10437,2019-05-14T00:00:00,targeted monitoring,4.80000000,1.00000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10437,,15,8443,POINT (203086.50470000 217063.70000000)
VIS_10438,2019-05-14T00:00:00,targeted monitoring,6.80000000,2.50000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10438,,15,8444,POINT (203086.50470000 217063.70000000)
VIS_10439,2019-05-14T00:00:00,targeted monitoring,7.00000000,3.40000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10439,,15,8445,POINT (203086.50470000 217063.70000000)
VIS_10444,2019-05-14T00:00:00,targeted monitoring,11.20000000,15.40000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10444,,15,8446,POINT (203086.50470000 217063.70000000)
VIS_10445,2019-05-14T00:00:00,targeted monitoring,11.80000000,17.60000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10445,,15,8447,POINT (203086.50470000 217063.70000000)
VIS_10446,2019-05-14T00:00:00,targeted monitoring,10.20000000,15.20000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10446,,15,8448,POINT (203086.50470000 217063.70000000)
VIS_10447,2019-05-14T00:00:00,targeted monitoring,8.40000000,5.90000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10447,,15,8449,POINT (203086.50470000 217063.70000000)
VIS_10448,2019-05-14T00:00:00,targeted monitoring,9.40000000,7.60000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10448,,15,8450,POINT (203086.50470000 217063.70000000)
VIS_10449,2019-05-14T00:00:00,targeted monitoring,7.10000000,3.10000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10449,,15,8451,POINT (203086.50470000 217063.70000000)
VIS_10450,2019-05-14T00:00:00,targeted monitoring,6.80000000,3.10000000,0,100.00000000,0,0,0,0,Desselse Nete - DN7,203086.50470000,217063.70000000,10450,,15,8452,POINT (203086.50470000 217063.70000000)
VIS_10451,2019-05-14T00:00:00,targeted monitoring,10.20000000,9.50000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10451,,15,8453,POINT (199793.56200000 215913.27060000)
VIS_10452,2019-05-14T00:00:00,targeted monitoring,9.80000000,9.20000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10452,,15,8454,POINT (199793.56200000 215913.27060000)
VIS_10453,2019-05-14T00:00:00,targeted monitoring,9.80000000,8.50000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10453,,15,8455,POINT (199793.56200000 215913.27060000)
VIS_10454,2019-05-14T00:00:00,targeted monitoring,10.60000000,14.70000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10454,,15,8456,POINT (199793.56200000 215913.27060000)
VIS_10455,2019-05-14T00:00:00,targeted monitoring,11.10000000,14.80000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10455,,15,8457,POINT (199793.56200000 215913.27060000)
VIS_10456,2019-05-14T00:00:00,targeted monitoring,8.20000000,5.50000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10456,,15,8458,POINT (199793.56200000 215913.27060000)
VIS_10457,2019-05-14T00:00:00,targeted monitoring,8.40000000,6.30000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10457,,15,8459,POINT (199793.56200000 215913.27060000)
VIS_10458,2019-05-14T00:00:00,targeted monitoring,9.80000000,8.20000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10458,,15,8460,POINT (199793.56200000 215913.27060000)
VIS_10459,2019-05-14T00:00:00,targeted monitoring,7.20000000,3.50000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10459,,15,8461,POINT (199793.56200000 215913.27060000)
VIS_10460,2019-05-14T00:00:00,targeted monitoring,8.00000000,3.80000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10460,,15,8462,POINT (199793.56200000 215913.27060000)
VIS_10461,2019-05-14T00:00:00,targeted monitoring,8.20000000,6.00000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10461,,15,8463,POINT (199793.56200000 215913.27060000)
VIS_10462,2019-05-14T00:00:00,targeted monitoring,8.50000000,6.10000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10462,,15,8464,POINT (199793.56200000 215913.27060000)
VIS_10463,2019-05-14T00:00:00,targeted monitoring,11.00000000,11.50000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10463,,15,8465,POINT (199793.56200000 215913.27060000)
VIS_10464,2019-05-14T00:00:00,targeted monitoring,7.80000000,3.80000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10464,,15,8466,POINT (199793.56200000 215913.27060000)
VIS_10465,2019-05-14T00:00:00,targeted monitoring,10.00000000,10.00000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10465,,15,8467,POINT (199793.56200000 215913.27060000)
VIS_10466,2019-05-14T00:00:00,targeted monitoring,10.00000000,9.20000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10466,,15,8468,POINT (199793.56200000 215913.27060000)
VIS_10467,2019-05-14T00:00:00,targeted monitoring,9.20000000,8.00000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10467,,15,8469,POINT (199793.56200000 215913.27060000)
VIS_10468,2019-05-14T00:00:00,targeted monitoring,8.00000000,4.70000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10468,,15,8470,POINT (199793.56200000 215913.27060000)
VIS_10469,2019-05-14T00:00:00,targeted monitoring,11.20000000,15.00000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10469,,15,8471,POINT (199793.56200000 215913.27060000)
VIS_10470,2019-05-14T00:00:00,targeted monitoring,10.40000000,10.50000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10470,,15,8472,POINT (199793.56200000 215913.27060000)
VIS_10471,2019-05-14T00:00:00,targeted monitoring,11.00000000,13.00000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10471,,15,8473,POINT (199793.56200000 215913.27060000)
VIS_10472,2019-05-14T00:00:00,targeted monitoring,10.00000000,9.50000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10472,,15,8474,POINT (199793.56200000 215913.27060000)
VIS_10473,2019-05-14T00:00:00,targeted monitoring,7.80000000,4.60000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10473,,15,8475,POINT (199793.56200000 215913.27060000)
VIS_10474,2019-05-14T00:00:00,targeted monitoring,10.40000000,11.40000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10474,,15,8476,POINT (199793.56200000 215913.27060000)
VIS_10475,2019-05-14T00:00:00,targeted monitoring,10.10000000,10.60000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10475,,15,8477,POINT (199793.56200000 215913.27060000)
VIS_10476,2019-05-14T00:00:00,targeted monitoring,8.20000000,5.70000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10476,,15,8478,POINT (199793.56200000 215913.27060000)
VIS_10477,2019-05-14T00:00:00,targeted monitoring,9.20000000,7.50000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10477,,15,8479,POINT (199793.56200000 215913.27060000)
VIS_10478,2019-05-14T00:00:00,targeted monitoring,9.40000000,7.50000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10478,,15,8480,POINT (199793.56200000 215913.27060000)
VIS_10479,2019-05-14T00:00:00,targeted monitoring,10.20000000,11.40000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10479,,15,8481,POINT (199793.56200000 215913.27060000)
VIS_10480,2019-05-14T00:00:00,targeted monitoring,9.00000000,6.20000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10480,,15,8482,POINT (199793.56200000 215913.27060000)
VIS_10481,2019-05-14T00:00:00,targeted monitoring,11.00000000,10.50000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10481,,15,8483,POINT (199793.56200000 215913.27060000)
VIS_10482,2019-05-14T00:00:00,targeted monitoring,9.00000000,8.00000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10482,,15,8484,POINT (199793.56200000 215913.27060000)
VIS_10483,2019-05-14T00:00:00,targeted monitoring,11.00000000,11.00000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10483,,15,8485,POINT (199793.56200000 215913.27060000)
VIS_10484,2019-05-14T00:00:00,targeted monitoring,8.00000000,6.00000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10484,,15,8486,POINT (199793.56200000 215913.27060000)
VIS_10485,2019-05-14T00:00:00,targeted monitoring,9.00000000,7.10000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10485,,15,8487,POINT (199793.56200000 215913.27060000)
VIS_10486,2019-05-14T00:00:00,targeted monitoring,8.00000000,5.40000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10486,,15,8488,POINT (199793.56200000 215913.27060000)
VIS_10487,2019-05-14T00:00:00,targeted monitoring,6.80000000,2.50000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10487,,15,8489,POINT (199793.56200000 215913.27060000)
VIS_10488,2019-05-14T00:00:00,targeted monitoring,9.80000000,11.30000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10488,,15,8490,POINT (199793.56200000 215913.27060000)
VIS_10489,2019-05-14T00:00:00,targeted monitoring,20.00000000,114.70000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10489,,15,8491,POINT (199793.56200000 215913.27060000)
VIS_10490,2019-05-14T00:00:00,targeted monitoring,11.20000000,17.00000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10490,,15,8492,POINT (199793.56200000 215913.27060000)
VIS_10495,2019-05-14T00:00:00,targeted monitoring,8.00000000,4.20000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10495,,15,8493,POINT (199793.56200000 215913.27060000)
VIS_10496,2019-05-14T00:00:00,targeted monitoring,9.10000000,5.30000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10496,,15,8494,POINT (199793.56200000 215913.27060000)
VIS_10497,2019-05-14T00:00:00,targeted monitoring,6.40000000,2.10000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10497,,15,8495,POINT (199793.56200000 215913.27060000)
VIS_10498,2019-05-14T00:00:00,targeted monitoring,8.00000000,4.40000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10498,,15,8496,POINT (199793.56200000 215913.27060000)
VIS_10499,2019-05-14T00:00:00,targeted monitoring,8.00000000,5.30000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10499,,15,8497,POINT (199793.56200000 215913.27060000)
VIS_10500,2019-05-14T00:00:00,targeted monitoring,7.60000000,4.30000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10500,,15,8498,POINT (199793.56200000 215913.27060000)
VIS_10501,2019-05-14T00:00:00,targeted monitoring,9.20000000,5.50000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10501,,15,8499,POINT (199793.56200000 215913.27060000)
VIS_10502,2019-05-14T00:00:00,targeted monitoring,7.60000000,3.60000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10502,,15,8500,POINT (199793.56200000 215913.27060000)
VIS_10503,2019-05-14T00:00:00,targeted monitoring,9.20000000,6.50000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10503,,15,8501,POINT (199793.56200000 215913.27060000)
VIS_10504,2019-05-14T00:00:00,targeted monitoring,7.30000000,3.80000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10504,,15,8502,POINT (199793.56200000 215913.27060000)
VIS_10505,2019-05-14T00:00:00,targeted monitoring,8.10000000,2.70000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10505,,15,8503,POINT (199793.56200000 215913.27060000)
VIS_10506,2019-05-14T00:00:00,targeted monitoring,8.00000000,4.40000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10506,,15,8504,POINT (199793.56200000 215913.27060000)
VIS_10507,2019-05-14T00:00:00,targeted monitoring,6.70000000,2.80000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10507,,15,8505,POINT (199793.56200000 215913.27060000)
VIS_10508,2019-05-14T00:00:00,targeted monitoring,6.60000000,2.90000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10508,,15,8506,POINT (199793.56200000 215913.27060000)
VIS_10509,2019-05-14T00:00:00,targeted monitoring,6.70000000,3.10000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10509,,15,8507,POINT (199793.56200000 215913.27060000)
VIS_10510,2019-05-14T00:00:00,targeted monitoring,8.00000000,2.00000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10510,,15,8508,POINT (199793.56200000 215913.27060000)
VIS_10511,2019-05-14T00:00:00,targeted monitoring,6.00000000,2.30000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10511,,15,8509,POINT (199793.56200000 215913.27060000)
VIS_10512,2019-05-14T00:00:00,targeted monitoring,8.10000000,5.10000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10512,,15,8510,POINT (199793.56200000 215913.27060000)
VIS_10513,2019-05-14T00:00:00,targeted monitoring,8.00000000,3.40000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10513,,15,8511,POINT (199793.56200000 215913.27060000)
VIS_10514,2019-05-14T00:00:00,targeted monitoring,6.00000000,1.50000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10514,,15,8512,POINT (199793.56200000 215913.27060000)
VIS_10515,2019-05-14T00:00:00,targeted monitoring,5.00000000,1.10000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10515,,15,8513,POINT (199793.56200000 215913.27060000)
VIS_10516,2019-05-14T00:00:00,targeted monitoring,8.00000000,3.60000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10516,,15,8514,POINT (199793.56200000 215913.27060000)
VIS_10517,2019-05-14T00:00:00,targeted monitoring,6.30000000,1.20000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10517,,15,8515,POINT (199793.56200000 215913.27060000)
VIS_10518,2019-05-14T00:00:00,targeted monitoring,8.00000000,3.20000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10518,,15,8516,POINT (199793.56200000 215913.27060000)
VIS_10519,2019-05-14T00:00:00,targeted monitoring,8.00000000,4.20000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10519,,15,8517,POINT (199793.56200000 215913.27060000)
VIS_10520,2019-05-14T00:00:00,targeted monitoring,8.00000000,4.50000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10520,,15,8518,POINT (199793.56200000 215913.27060000)
VIS_10521,2019-05-14T00:00:00,targeted monitoring,8.00000000,3.40000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10521,,15,8519,POINT (199793.56200000 215913.27060000)
VIS_10522,2019-05-14T00:00:00,targeted monitoring,5.10000000,1.40000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10522,,15,8520,POINT (199793.56200000 215913.27060000)
VIS_10523,2019-05-14T00:00:00,targeted monitoring,5.00000000,0.90000000,0,100.00000000,0,0,0,0,Zwarte Nete - ZN1,199793.56200000,215913.27060000,10523,,15,8521,POINT (199793.56200000 215913.27060000)
