ObservationIdentifier,DateOfObservation,SamplingProtocol,LengtSpecimen_Cm,WeightSpecimen_Gram,LengthOfTime_Min,LengthOfLocation_Meter,Oxygen_MgPerL,Oxygen_PercentSaturation,Conductivity_MicroSPerCm,Temperature_Celsius,Location,XCoordinaat,YCoordinaat,ID,Waterbody,CoordinateUncertainty,ESRI_OID,Shape
VIS_311,1994-08-17T00:00:00,targeted monitoring,0.00000000,0.00000000,0,0,0,0,0,0,Mostbeek - poel voor overkapping onder R4,111683.10000000,192933.70000000,311,,15,1,POINT (111683.10000000 192933.70000000)
VIS_312,1994-08-17T00:00:00,targeted monitoring,0.00000000,0.00000000,0,0,0,0,0,0,Mostbeek - poel voor overkapping onder R4,111683.10000000,192933.70000000,312,,15,2,POINT (111683.10000000 192933.70000000)
VIS_313,1994-08-17T00:00:00,targeted monitoring,0.00000000,0.00000000,0,0,0,0,0,0,Mostbeek - poel voor overkapping onder R4,111683.10000000,192933.70000000,313,,15,3,POINT (111683.10000000 192933.70000000)
VIS_314,1994-08-17T00:00:00,targeted monitoring,0.00000000,0.00000000,0,0,0,0,0,0,Mostbeek - poel voor overkapping onder R4,111683.10000000,192933.70000000,314,,15,4,POINT (111683.10000000 192933.70000000)
VIS_315,1994-08-17T00:00:00,targeted monitoring,0.00000000,0.00000000,0,0,0,0,0,0,Mostbeek - poel voor overkapping onder R4,111683.10000000,192933.70000000,315,,15,5,POINT (111683.10000000 192933.70000000)
VIS_322,1994-08-17T00:00:00,targeted monitoring,0.00000000,0.00000000,0,0,0,0,0,0,Mostbeek - poel na overkapping onder R4 (bos),112072.80000000,193026.10000000,322,,15,6,POINT (112072.80000000 193026.10000000)
VIS_323,1994-08-17T00:00:00,targeted monitoring,0.00000000,0.00000000,0,0,0,0,0,0,Mostbeek - poel na overkapping onder R4 (bos),112072.80000000,193026.10000000,323,,15,7,POINT (112072.80000000 193026.10000000)
VIS_324,1994-08-17T00:00:00,targeted monitoring,0.00000000,0.00000000,0,0,0,0,0,0,Mostbeek - poel na overkapping onder R4 (bos),112072.80000000,193026.10000000,324,,15,8,POINT (112072.80000000 193026.10000000)
VIS_325,1994-08-17T00:00:00,targeted monitoring,0.00000000,0.00000000,0,0,0,0,0,0,Mostbeek - poel na overkapping onder R4 (bos),112072.80000000,193026.10000000,325,,15,9,POINT (112072.80000000 193026.10000000)
VIS_326,1994-08-17T00:00:00,targeted monitoring,0.00000000,0.00000000,0,0,0,0,0,0,Mostbeek - poel na overkapping onder R4 (bos),112072.80000000,193026.10000000,326,,15,10,POINT (112072.80000000 193026.10000000)
VIS_327,1994-08-17T00:00:00,targeted monitoring,0.00000000,0.00000000,0,0,0,0,0,0,Mostbeek - poel na overkapping onder R4 (bos),112072.80000000,193026.10000000,327,,15,11,POINT (112072.80000000 193026.10000000)
VIS_328,1994-08-17T00:00:00,targeted monitoring,0.00000000,0.00000000,0,0,0,0,0,0,Mostbeek - poel na overkapping onder R4 (bos),112072.80000000,193026.10000000,328,,15,12,POINT (112072.80000000 193026.10000000)
VIS_329,1994-08-17T00:00:00,targeted monitoring,0.00000000,0.00000000,0,0,0,0,0,0,Mostbeek - poel na overkapping onder R4 (bos),112072.80000000,193026.10000000,329,,15,13,POINT (112072.80000000 193026.10000000)
VIS_394,2013-06-26T00:00:00,targeted monitoring,0.00000000,3.50000000,0,0,2.20000000,0,425.00000000,0,"De sloot - Bij meerkens, oude Schelde",116719.90000000,190273.40000000,394,,15,14,POINT (116719.90000000 190273.40000000)
VIS_396,2013-06-26T00:00:00,targeted monitoring,0.00000000,136.50000000,0,0,2.20000000,0,425.00000000,0,"De sloot - Bij meerkens, oude Schelde",116719.90000000,190273.40000000,396,,15,15,POINT (116719.90000000 190273.40000000)
VIS_397,2013-06-26T00:00:00,targeted monitoring,0.00000000,5362.00000000,0,0,2.20000000,0,425.00000000,0,"De sloot - Bij meerkens, oude Schelde",116719.90000000,190273.40000000,397,,15,16,POINT (116719.90000000 190273.40000000)
VIS_398,2013-06-26T00:00:00,targeted monitoring,0.00000000,82.68000000,0,0,2.40000000,0,536.00000000,0,De sloot - stroomopwaarts de stooktestraat,115055.70000000,189249.10000000,398,,15,17,POINT (115055.70000000 189249.10000000)
VIS_399,2013-06-26T00:00:00,targeted monitoring,0.00000000,4.50000000,0,0,2.40000000,0,536.00000000,0,De sloot - stroomopwaarts de stooktestraat,115055.70000000,189249.10000000,399,,15,18,POINT (115055.70000000 189249.10000000)
VIS_400,2013-06-26T00:00:00,targeted monitoring,0.00000000,18.50000000,0,0,2.40000000,0,536.00000000,0,De sloot - stroomopwaarts de stooktestraat,115055.70000000,189249.10000000,400,,15,19,POINT (115055.70000000 189249.10000000)
VIS_401,2013-06-26T00:00:00,targeted monitoring,0.00000000,672.51000000,0,0,2.40000000,0,536.00000000,0,De sloot - stroomopwaarts de stooktestraat,115055.70000000,189249.10000000,401,,15,20,POINT (115055.70000000 189249.10000000)
VIS_402,2013-06-26T00:00:00,targeted monitoring,0.00000000,0.50000000,0,0,3.20000000,0,714.00000000,0,"Maanbeek - aan de Kolk, stroomopwaars de Lepelstraat",113889.80000000,191793.40000000,402,,15,21,POINT (113889.80000000 191793.40000000)
VIS_404,2013-06-26T00:00:00,targeted monitoring,0.00000000,598.40000000,0,0,3.20000000,0,714.00000000,0,"Maanbeek - aan de Kolk, stroomopwaars de Lepelstraat",113889.80000000,191793.40000000,404,,15,22,POINT (113889.80000000 191793.40000000)
VIS_405,2013-06-26T00:00:00,targeted monitoring,0.00000000,199.50000000,0,0,3.20000000,0,714.00000000,0,"Maanbeek - aan de Kolk, stroomopwaars de Lepelstraat",113889.80000000,191793.40000000,405,,15,23,POINT (113889.80000000 191793.40000000)
VIS_406,2013-06-26T00:00:00,targeted monitoring,0.00000000,69.99000000,0,0,3.20000000,0,714.00000000,0,"Maanbeek - aan de Kolk, stroomopwaars de Lepelstraat",113889.80000000,191793.40000000,406,,15,24,POINT (113889.80000000 191793.40000000)
VIS_407,2013-06-26T00:00:00,targeted monitoring,0.00000000,1207.04000000,0,0,3.20000000,0,714.00000000,0,"Maanbeek - aan de Kolk, stroomopwaars de Lepelstraat",113889.80000000,191793.40000000,407,,15,25,POINT (113889.80000000 191793.40000000)
VIS_408,2013-06-26T00:00:00,targeted monitoring,0.00000000,15.47000000,0,0,8.80000000,0,636.00000000,0,"Laresloot - thv Prullebos, in de duiker en stroomopwaarts",112975.50000000,190277.40000000,408,,15,26,POINT (112975.50000000 190277.40000000)
VIS_409,2013-06-26T00:00:00,targeted monitoring,0.00000000,1.50000000,0,0,8.80000000,0,636.00000000,0,"Laresloot - thv Prullebos, in de duiker en stroomopwaarts",112975.50000000,190277.40000000,409,,15,27,POINT (112975.50000000 190277.40000000)
VIS_410,2013-06-26T00:00:00,targeted monitoring,0.00000000,0.00000000,0,0,2.20000000,0,707.00000000,0,"De sloot - thv Prullebos, in de duiker en stroomopwaarts",113207.70000000,189483.80000000,410,,15,28,POINT (113207.70000000 189483.80000000)
VIS_411,2013-06-26T00:00:00,targeted monitoring,0.00000000,0.00000000,0,0,2.20000000,0,707.00000000,0,"De sloot - thv Prullebos, in de duiker en stroomopwaarts",113207.70000000,189483.80000000,411,,15,29,POINT (113207.70000000 189483.80000000)
VIS_413,2013-06-26T00:00:00,targeted monitoring,0.00000000,45.00000000,0,0,6.60000000,0,716.00000000,0,Mostbeek - in het natuurpuntreservaat,112082.20000000,193031.30000000,413,,15,30,POINT (112082.20000000 193031.30000000)
VIS_418,2006-04-10T00:00:00,targeted monitoring,0.00000000,100.00000000,0,100.00000000,10.90000000,0,655.00000000,8.50000000,Molenbeek - Schorisse,101309.81530000,165602.96620000,418,,15,31,POINT (101309.81530000 165602.96620000)
VIS_419,2006-04-10T00:00:00,targeted monitoring,0.00000000,224.40000000,0,100.00000000,10.90000000,0,655.00000000,8.50000000,Molenbeek - Schorisse,101309.81530000,165602.96620000,419,,15,32,POINT (101309.81530000 165602.96620000)
VIS_421,2006-04-10T00:00:00,targeted monitoring,0.00000000,70.00000000,0,82.00000000,12.50000000,0,755.00000000,6.59999990,"Molenbeek-Markebeek - Maarke-Kerkem, SA ter borchtmolen",98910.68040000,167776.29370000,421,,15,33,POINT (98910.68040000 167776.29370000)
VIS_422,2006-04-10T00:00:00,targeted monitoring,0.00000000,26.70000000,0,82.00000000,12.50000000,0,755.00000000,6.59999990,"Molenbeek-Markebeek - Maarke-Kerkem, SA ter borchtmolen",98910.68040000,167776.29370000,422,,15,34,POINT (98910.68040000 167776.29370000)
VIS_423,2006-04-10T00:00:00,targeted monitoring,0.00000000,175.90000000,0,82.00000000,12.50000000,0,755.00000000,6.59999990,"Molenbeek-Markebeek - Maarke-Kerkem, SA ter borchtmolen",98910.68040000,167776.29370000,423,,15,35,POINT (98910.68040000 167776.29370000)
VIS_424,2006-04-10T00:00:00,targeted monitoring,0.00000000,4989.60000000,0,82.00000000,12.50000000,0,755.00000000,6.59999990,"Molenbeek-Markebeek - Maarke-Kerkem, SA ter borchtmolen",98910.68040000,167776.29370000,424,,15,36,POINT (98910.68040000 167776.29370000)
VIS_425,2006-04-10T00:00:00,targeted monitoring,0.00000000,828.00000000,0,82.00000000,12.50000000,0,755.00000000,6.59999990,"Molenbeek-Markebeek - Maarke-Kerkem, SA ter borchtmolen",98910.68040000,167776.29370000,425,,15,37,POINT (98910.68040000 167776.29370000)
VIS_427,2006-04-10T00:00:00,targeted monitoring,0.00000000,3.90000000,0,100.00000000,11.90000000,0,668.00000000,8.10000038,Krombeek - Beekkant middenloop,102583.30130000,166818.59030000,427,,15,38,POINT (102583.30130000 166818.59030000)
VIS_433,2006-04-10T00:00:00,targeted monitoring,0.00000000,55.00000000,0,100.00000000,14.10000000,0,714.00000000,7.19999981,Pauwelsbeek - thv bocht in Broekestraat- Schorisse,100658.60890000,166694.67040000,433,,15,39,POINT (100658.60890000 166694.67040000)
VIS_434,2007-04-16T00:00:00,targeted monitoring,0.00000000,3.50000000,0,50.00000000,7.90000000,0,805.00000000,14.00000000,Maarkebeek - Schapendries,95845.89300000,168865.99610000,434,,15,40,POINT (95845.89300000 168865.99610000)
VIS_435,2007-04-16T00:00:00,targeted monitoring,0.00000000,9147.64000000,0,50.00000000,7.90000000,0,805.00000000,14.00000000,Maarkebeek - Schapendries,95845.89300000,168865.99610000,435,,15,41,POINT (95845.89300000 168865.99610000)
VIS_436,2007-04-16T00:00:00,targeted monitoring,0.00000000,854.00000000,0,50.00000000,7.90000000,0,805.00000000,14.00000000,Maarkebeek - Schapendries,95845.89300000,168865.99610000,436,,15,42,POINT (95845.89300000 168865.99610000)
VIS_437,2007-04-16T00:00:00,targeted monitoring,0.00000000,538.00000000,0,50.00000000,7.90000000,0,805.00000000,14.00000000,Maarkebeek - Schapendries,95845.89300000,168865.99610000,437,,15,43,POINT (95845.89300000 168865.99610000)
VIS_440,2007-04-16T00:00:00,targeted monitoring,0.00000000,239.50000000,0,50.00000000,7.90000000,0,805.00000000,14.00000000,Maarkebeek - Schapendries,95845.89300000,168865.99610000,440,,15,44,POINT (95845.89300000 168865.99610000)
VIS_441,2007-04-16T00:00:00,targeted monitoring,0.00000000,9.50000000,0,50.00000000,7.90000000,0,805.00000000,14.00000000,Maarkebeek - Schapendries,95845.89300000,168865.99610000,441,,15,45,POINT (95845.89300000 168865.99610000)
VIS_442,2012-04-18T00:00:00,targeted monitoring,0.00000000,1.00000000,0,100.00000000,0,0,0,0,Maarkebeek - Schapendries,95845.89300000,168865.99610000,442,,15,46,POINT (95845.89300000 168865.99610000)
VIS_443,2012-04-18T00:00:00,targeted monitoring,0.00000000,4.50000000,0,100.00000000,0,0,0,0,Maarkebeek - Schapendries,95845.89300000,168865.99610000,443,,15,47,POINT (95845.89300000 168865.99610000)
VIS_444,2012-04-18T00:00:00,targeted monitoring,0.00000000,0.00000000,0,100.00000000,0,0,0,0,Maarkebeek - Schapendries,95845.89300000,168865.99610000,444,,15,48,POINT (95845.89300000 168865.99610000)
VIS_445,2012-04-18T00:00:00,targeted monitoring,0.00000000,8.50000000,0,100.00000000,0,0,0,0,Maarkebeek - Schapendries,95845.89300000,168865.99610000,445,,15,49,POINT (95845.89300000 168865.99610000)
VIS_446,2007-04-16T00:00:00,targeted monitoring,0.00000000,17.00000000,0,100.00000000,7.79000000,0,797.00000000,14.00000000,Maarkebeek - Geitenhoek,97202.13250000,168301.82900000,446,,15,50,POINT (97202.13250000 168301.82900000)
VIS_447,2007-04-16T00:00:00,targeted monitoring,0.00000000,22.50000000,0,100.00000000,7.79000000,0,797.00000000,14.00000000,Maarkebeek - Geitenhoek,97202.13250000,168301.82900000,447,,15,51,POINT (97202.13250000 168301.82900000)
VIS_449,2007-04-16T00:00:00,targeted monitoring,0.00000000,3.51000000,0,100.00000000,7.79000000,0,797.00000000,14.00000000,Maarkebeek - Geitenhoek,97202.13250000,168301.82900000,449,,15,52,POINT (97202.13250000 168301.82900000)
VIS_450,2012-04-18T00:00:00,targeted monitoring,0.00000000,11.00000000,0,100.00000000,0,0,0,0,Maarkebeek - Geitenhoek,97202.13250000,168301.82900000,450,,15,53,POINT (97202.13250000 168301.82900000)
VIS_451,2012-04-18T00:00:00,targeted monitoring,0.00000000,6.50000000,0,100.00000000,0,0,0,0,Maarkebeek - Geitenhoek,97202.13250000,168301.82900000,451,,15,54,POINT (97202.13250000 168301.82900000)
VIS_452,2007-04-16T00:00:00,targeted monitoring,0.00000000,6.52000000,0,50.00000000,0,0,0,0,Maarkebeek - Stroomopwaarts Ladeuzemolen,97814.07860000,167812.81350000,452,,15,55,POINT (97814.07860000 167812.81350000)
VIS_453,2012-04-19T00:00:00,targeted monitoring,0.00000000,32.06000000,0,130.00000000,0,0,0,0,Maarkebeek - Stroomopwaarts Ladeuzemolen,97814.07860000,167812.81350000,453,,15,56,POINT (97814.07860000 167812.81350000)
VIS_454,2007-04-16T00:00:00,targeted monitoring,0.00000000,7.50000000,0,50.00000000,8.70000000,0,775.00000000,15.00000000,Nederaalbeek - Stroomopwaarts Ladeuzemolen,97867.87840000,167791.28970000,454,,15,57,POINT (97867.87840000 167791.28970000)
VIS_455,2007-04-16T00:00:00,targeted monitoring,0.00000000,108.99000000,0,50.00000000,8.70000000,0,775.00000000,15.00000000,Nederaalbeek - Stroomopwaarts Ladeuzemolen,97867.87840000,167791.28970000,455,,15,58,POINT (97867.87840000 167791.28970000)
VIS_456,2007-04-16T00:00:00,targeted monitoring,0.00000000,208.96000000,0,50.00000000,8.70000000,0,775.00000000,15.00000000,Nederaalbeek - Stroomopwaarts Ladeuzemolen,97867.87840000,167791.28970000,456,,15,59,POINT (97867.87840000 167791.28970000)
VIS_457,2007-04-16T00:00:00,targeted monitoring,0.00000000,140.00000000,0,50.00000000,8.40000000,0,820.00000000,15.50000000,Nederaalbeek - Onderbossenaarstraat-Puttene,97743.68720000,167035.91510000,457,,15,60,POINT (97743.68720000 167035.91510000)
VIS_458,2007-04-16T00:00:00,targeted monitoring,0.00000000,98.00000000,0,50.00000000,8.40000000,0,820.00000000,15.50000000,Nederaalbeek - Onderbossenaarstraat-Puttene,97743.68720000,167035.91510000,458,,15,61,POINT (97743.68720000 167035.91510000)
VIS_459,2007-04-17T00:00:00,targeted monitoring,0.00000000,152.82000000,0,50.00000000,10.27000000,0,885.00000000,12.30000019,"Pauwelsbeek - Maarke-Kerkem, SO Maarkeweg",100471.00000000,167213.00000000,459,,15,62,POINT (100471.00000000 167213.00000000)
VIS_460,2007-04-17T00:00:00,targeted monitoring,0.00000000,36.00000000,0,50.00000000,10.27000000,0,885.00000000,12.30000019,"Pauwelsbeek - Maarke-Kerkem, SO Maarkeweg",100471.00000000,167213.00000000,460,,15,63,POINT (100471.00000000 167213.00000000)
VIS_461,2007-04-17T00:00:00,targeted monitoring,0.00000000,6.00000000,0,50.00000000,10.27000000,0,885.00000000,12.30000019,"Pauwelsbeek - Maarke-Kerkem, SO Maarkeweg",100471.00000000,167213.00000000,461,,15,64,POINT (100471.00000000 167213.00000000)
VIS_462,2007-04-17T00:00:00,targeted monitoring,0.00000000,14.50000000,0,50.00000000,10.27000000,0,885.00000000,12.30000019,"Pauwelsbeek - Maarke-Kerkem, SO Maarkeweg",100471.00000000,167213.00000000,462,,15,65,POINT (100471.00000000 167213.00000000)
VIS_463,2007-04-17T00:00:00,targeted monitoring,0.00000000,133.38000000,0,50.00000000,11.10000000,0,748.00000000,13.39999962,Pauwelsbeek - thv bocht in Broekestraat- Schorisse,100658.60890000,166694.67040000,463,,15,66,POINT (100658.60890000 166694.67040000)
VIS_464,2007-04-17T00:00:00,targeted monitoring,0.00000000,69.60000000,0,50.00000000,11.10000000,0,748.00000000,13.39999962,Pauwelsbeek - thv bocht in Broekestraat- Schorisse,100658.60890000,166694.67040000,464,,15,67,POINT (100658.60890000 166694.67040000)
VIS_465,2007-04-17T00:00:00,targeted monitoring,0.00000000,435.00000000,0,50.00000000,11.10000000,0,748.00000000,13.39999962,Pauwelsbeek - thv bocht in Broekestraat- Schorisse,100658.60890000,166694.67040000,465,,15,68,POINT (100658.60890000 166694.67040000)
VIS_466,2009-04-28T00:00:00,targeted monitoring,0.00000000,192.50000000,0,100.00000000,0,0,0,0,Pauwelsbeek - thv bocht in Broekestraat- Schorisse,100658.60890000,166694.67040000,466,,15,69,POINT (100658.60890000 166694.67040000)
VIS_467,2009-04-28T00:00:00,targeted monitoring,0.00000000,17.00000000,0,100.00000000,0,0,0,0,Pauwelsbeek - thv bocht in Broekestraat- Schorisse,100658.60890000,166694.67040000,467,,15,70,POINT (100658.60890000 166694.67040000)
VIS_468,2009-04-28T00:00:00,targeted monitoring,0.00000000,36.00000000,0,100.00000000,0,0,0,0,Pauwelsbeek - thv bocht in Broekestraat- Schorisse,100658.60890000,166694.67040000,468,,15,71,POINT (100658.60890000 166694.67040000)
VIS_470,2009-04-28T00:00:00,targeted monitoring,0.00000000,55.50000000,0,100.00000000,0,0,0,0,Pauwelsbeek - thv bocht in Broekestraat- Schorisse,100658.60890000,166694.67040000,470,,15,72,POINT (100658.60890000 166694.67040000)
VIS_471,2012-04-16T00:00:00,targeted monitoring,0.00000000,15.00000000,0,130.00000000,0,0,0,0,Pauwelsbeek - thv bocht in Broekestraat- Schorisse,100658.60890000,166694.67040000,471,,15,73,POINT (100658.60890000 166694.67040000)
VIS_472,2012-04-16T00:00:00,targeted monitoring,0.00000000,54.54000000,0,130.00000000,0,0,0,0,Pauwelsbeek - thv bocht in Broekestraat- Schorisse,100658.60890000,166694.67040000,472,,15,74,POINT (100658.60890000 166694.67040000)
VIS_473,2012-04-16T00:00:00,targeted monitoring,0.00000000,31.00000000,0,130.00000000,0,0,0,0,Pauwelsbeek - thv bocht in Broekestraat- Schorisse,100658.60890000,166694.67040000,473,,15,75,POINT (100658.60890000 166694.67040000)
VIS_474,2007-04-17T00:00:00,targeted monitoring,0.00000000,182.60000000,0,50.00000000,7.56000000,0,807.00000000,12.00000000,Maarkebeek - thv kruising wl met Varentstraat,100760.00000000,167634.00000000,474,,15,76,POINT (100760.00000000 167634.00000000)
VIS_475,2007-04-17T00:00:00,targeted monitoring,0.00000000,465.87000000,0,50.00000000,7.56000000,0,807.00000000,12.00000000,Maarkebeek - thv kruising wl met Varentstraat,100760.00000000,167634.00000000,475,,15,77,POINT (100760.00000000 167634.00000000)
VIS_476,2007-04-17T00:00:00,targeted monitoring,0.00000000,19.00000000,0,50.00000000,7.56000000,0,807.00000000,12.00000000,Maarkebeek - thv kruising wl met Varentstraat,100760.00000000,167634.00000000,476,,15,78,POINT (100760.00000000 167634.00000000)
VIS_477,2009-04-28T00:00:00,targeted monitoring,0.00000000,24.00000000,0,20.00000000,8.90000000,0,747.00000000,10.69999981,Maarkebeek - thv kruising wl met Varentstraat,100760.00000000,167634.00000000,477,,15,79,POINT (100760.00000000 167634.00000000)
VIS_478,2009-04-28T00:00:00,targeted monitoring,0.00000000,58.50000000,0,20.00000000,8.90000000,0,747.00000000,10.69999981,Maarkebeek - thv kruising wl met Varentstraat,100760.00000000,167634.00000000,478,,15,80,POINT (100760.00000000 167634.00000000)
VIS_479,2009-04-28T00:00:00,targeted monitoring,0.00000000,24.50000000,0,20.00000000,8.90000000,0,747.00000000,10.69999981,Maarkebeek - thv kruising wl met Varentstraat,100760.00000000,167634.00000000,479,,15,81,POINT (100760.00000000 167634.00000000)
VIS_480,2012-04-18T00:00:00,targeted monitoring,0.00000000,95.04000000,0,100.00000000,0,0,0,0,Maarkebeek - thv kruising wl met Varentstraat,100760.00000000,167634.00000000,480,,15,82,POINT (100760.00000000 167634.00000000)
VIS_481,2012-04-18T00:00:00,targeted monitoring,0.00000000,246.40000000,0,100.00000000,0,0,0,0,Maarkebeek - thv kruising wl met Varentstraat,100760.00000000,167634.00000000,481,,15,83,POINT (100760.00000000 167634.00000000)
VIS_482,2007-04-17T00:00:00,targeted monitoring,0.00000000,393.00000000,0,50.00000000,9.46000000,0,647.00000000,13.19999981,"Maarkebeek - Schorisse, achteraan Zottegemstr 20",101436.78980000,166378.85600000,482,,15,84,POINT (101436.78980000 166378.85600000)
VIS_483,2007-04-17T00:00:00,targeted monitoring,0.00000000,31.50000000,0,50.00000000,9.09000000,0,731.00000000,13.80000019,Krombeek - Den Daele benedenloop,102113.00000000,166965.00000000,483,,15,85,POINT (102113.00000000 166965.00000000)
VIS_484,2007-04-17T00:00:00,targeted monitoring,0.00000000,10.50000000,0,50.00000000,9.09000000,0,731.00000000,13.80000019,Krombeek - Den Daele benedenloop,102113.00000000,166965.00000000,484,,15,86,POINT (102113.00000000 166965.00000000)
VIS_489,2007-04-18T00:00:00,targeted monitoring,0.00000000,22.00000000,0,50.00000000,9.80000000,0,717.00000000,8.80000019,Krombeek - Beekkant middenloop,102583.30130000,166818.59030000,489,,15,87,POINT (102583.30130000 166818.59030000)
VIS_491,2007-04-18T00:00:00,targeted monitoring,0.00000000,4.00000000,0,50.00000000,9.77000000,0,631.00000000,12.50000000,Steenbeek - Benedenloop,101539.00000000,165301.00000000,491,,15,88,POINT (101539.00000000 165301.00000000)
VIS_492,2007-04-18T00:00:00,targeted monitoring,0.00000000,437.19000000,0,50.00000000,9.77000000,0,631.00000000,12.50000000,Steenbeek - Benedenloop,101539.00000000,165301.00000000,492,,15,89,POINT (101539.00000000 165301.00000000)
VIS_494,2007-04-18T00:00:00,targeted monitoring,0.00000000,114.51000000,0,50.00000000,9.77000000,0,631.00000000,12.50000000,Steenbeek - Benedenloop,101539.00000000,165301.00000000,494,,15,90,POINT (101539.00000000 165301.00000000)
VIS_496,2012-04-19T00:00:00,targeted monitoring,0.00000000,31.50000000,0,100.00000000,0,0,0,0,Maarkebeek - Middenloop,101416.00000000,165400.00000000,496,,15,91,POINT (101416.00000000 165400.00000000)
VIS_497,2012-04-19T00:00:00,targeted monitoring,0.00000000,157.92000000,0,100.00000000,0,0,0,0,Maarkebeek - Middenloop,101416.00000000,165400.00000000,497,,15,92,POINT (101416.00000000 165400.00000000)
VIS_498,2007-04-17T00:00:00,targeted monitoring,0.00000000,0.00000000,0,100.00000000,9.40000000,0,629.00000000,12.80000019,Maarkebeek - Bovenloop,101384.97530000,164599.51460000,498,,15,93,POINT (101384.97530000 164599.51460000)
VIS_499,2007-04-17T00:00:00,targeted monitoring,0.00000000,0.00000000,0,100.00000000,9.40000000,0,629.00000000,12.80000019,Maarkebeek - Bovenloop,101384.97530000,164599.51460000,499,,15,94,POINT (101384.97530000 164599.51460000)
VIS_500,2007-04-17T00:00:00,targeted monitoring,0.00000000,0.00000000,0,100.00000000,9.40000000,0,629.00000000,12.80000019,Maarkebeek - Bovenloop,101384.97530000,164599.51460000,500,,15,95,POINT (101384.97530000 164599.51460000)
VIS_501,2007-04-17T00:00:00,targeted monitoring,0.00000000,0.00000000,0,100.00000000,9.40000000,0,629.00000000,12.80000019,Maarkebeek - Bovenloop,101384.97530000,164599.51460000,501,,15,96,POINT (101384.97530000 164599.51460000)
VIS_502,2012-04-19T00:00:00,targeted monitoring,0.00000000,189.54000000,0,50.00000000,0,0,0,0,Maarkebeek - Bovenloop,101384.97530000,164599.51460000,502,,15,97,POINT (101384.97530000 164599.51460000)
VIS_505,2007-04-18T00:00:00,targeted monitoring,0.00000000,135.47000000,0,50.00000000,0,0,0,0,Maarkebeek - Bos terrijst Bovenloop - 150m SA v Waalse grens.,101976.00000000,163048.00000000,505,,15,98,POINT (101976.00000000 163048.00000000)
VIS_508,2009-04-28T00:00:00,targeted monitoring,0.00000000,47.50000000,0,100.00000000,0,0,0,0,Maarkebeek - Maarke-Kerkem,99924.00000000,167707.00000000,508,,15,99,POINT (99924.00000000 167707.00000000)
VIS_509,2009-04-28T00:00:00,targeted monitoring,0.00000000,39.00000000,0,100.00000000,0,0,0,0,Maarkebeek - Maarke-Kerkem,99924.00000000,167707.00000000,509,,15,100,POINT (99924.00000000 167707.00000000)
VIS_511,2009-04-28T00:00:00,targeted monitoring,0.00000000,18.00000000,0,100.00000000,0,0,0,0,Maarkebeek - Maarke-Kerkem,99924.00000000,167707.00000000,511,,15,101,POINT (99924.00000000 167707.00000000)
VIS_512,2009-04-28T00:00:00,targeted monitoring,0.00000000,15.50000000,0,100.00000000,0,0,0,0,Pauwelsbeek - Schorisse so instroom in Maarkebeek,100161.48720000,167738.93330000,512,,15,102,POINT (100161.48720000 167738.93330000)
VIS_513,2009-04-28T00:00:00,targeted monitoring,0.00000000,52.50000000,0,100.00000000,0,0,0,0,Pauwelsbeek - Schorisse so instroom in Maarkebeek,100161.48720000,167738.93330000,513,,15,103,POINT (100161.48720000 167738.93330000)
VIS_515,2009-04-28T00:00:00,targeted monitoring,0.00000000,533.00000000,0,100.00000000,0,0,0,0,Pauwelsbeek - Schorisse - sa Broekestraat,100734.00000000,166734.00000000,515,,15,104,POINT (100734.00000000 166734.00000000)
VIS_516,2009-04-28T00:00:00,targeted monitoring,0.00000000,21.50000000,0,100.00000000,0,0,0,0,Pauwelsbeek - Schorisse - sa Broekestraat,100734.00000000,166734.00000000,516,,15,105,POINT (100734.00000000 166734.00000000)
VIS_517,2009-04-28T00:00:00,targeted monitoring,0.00000000,0.10000000,0,100.00000000,0,0,0,0,Pauwelsbeek - Schorisse - sa Broekestraat,100734.00000000,166734.00000000,517,,15,106,POINT (100734.00000000 166734.00000000)
VIS_519,2009-04-28T00:00:00,targeted monitoring,0.00000000,13.00000000,0,100.00000000,0,0,0,0,Pauwelsbeek - Schorisse - sa Broekestraat,100734.00000000,166734.00000000,519,,15,107,POINT (100734.00000000 166734.00000000)
VIS_520,2009-04-29T00:00:00,targeted monitoring,0.00000000,51.50000000,0,50.00000000,8.70000000,0,753.00000000,11.60000038,Pauwelsbeek - Schorisse - so Broekestraat,100649.00000000,166635.00000000,520,,15,108,POINT (100649.00000000 166635.00000000)
VIS_521,2009-04-29T00:00:00,targeted monitoring,0.00000000,17.50000000,0,50.00000000,8.70000000,0,753.00000000,11.60000038,Pauwelsbeek - Schorisse - so Broekestraat,100649.00000000,166635.00000000,521,,15,109,POINT (100649.00000000 166635.00000000)
VIS_522,2012-04-16T00:00:00,targeted monitoring,0.00000000,13.00000000,0,100.00000000,0,0,0,0,Pauwelsbeek - Schorisse - so Broekestraat,100649.00000000,166635.00000000,522,,15,110,POINT (100649.00000000 166635.00000000)
VIS_523,2012-04-16T00:00:00,targeted monitoring,0.00000000,7.00000000,0,100.00000000,0,0,0,0,Pauwelsbeek - Schorisse - so Broekestraat,100649.00000000,166635.00000000,523,,15,111,POINT (100649.00000000 166635.00000000)
